iteration,strategy,constraint,selected_threshold,in_bag_sensitivity,in_bag_specificity,in_bag_mcc,n_oob,events_oob,oob_threshold,oob_tp,oob_fp,oob_tn,oob_fn,oob_sensitivity_rule_out,oob_specificity_rule_in,oob_positive_predictive_value,oob_negative_predictive_value,oob_balanced_accuracy,oob_f1_score,oob_mcc
264,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.0992535828968642,0.9444444444444444,0.610062893081761,0.43033225179968976,70,11,0.0992535828968642,9,23,36,2,0.8181818181818182,0.6101694915254238,0.28125,0.9473684210526315,0.714175654853621,0.4186046511627907,0.3129360958424202
264,Rule-in,in-bag specificity >=90%; maximize MCC,0.38887481198582097,0.5833333333333334,0.9559748427672956,0.5966911076383631,70,11,0.38887481198582097,2,2,57,9,0.18181818181818182,0.9661016949152542,0.5,0.8636363636363636,0.573959938366718,0.26666666666666666,0.23192465605210205
265,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.10414489404892058,0.9722222222222222,0.4716981132075472,0.35316249445975845,72,16,0.10414489404892058,16,30,26,0,1.0,0.4642857142857143,0.34782608695652173,1.0,0.7321428571428572,0.5161290322580645,0.4018590340278711
265,Rule-in,in-bag specificity >=90%; maximize MCC,0.4370350574020249,0.4444444444444444,0.9874213836477987,0.5788629694733488,72,16,0.4370350574020249,2,2,54,14,0.125,0.9642857142857143,0.5,0.7941176470588235,0.5446428571428572,0.2,0.1620509308880411
266,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.050202865837351056,1.0,0.3081761006289308,0.2756603481684283,69,13,0.050202865837351056,13,43,13,0,1.0,0.23214285714285715,0.23214285714285715,1.0,0.6160714285714286,0.37681159420289856,0.23214285714285715
266,Rule-in,in-bag specificity >=90%; maximize MCC,0.33833833663445484,0.4722222222222222,0.9748427672955975,0.5595465235662336,69,13,0.33833833663445484,5,3,53,8,0.38461538461538464,0.9464285714285714,0.625,0.8688524590163934,0.665521978021978,0.47619047619047616,0.4043350983217046
267,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.0958553694389035,0.9166666666666666,0.4968553459119497,0.3250141712319234,73,14,0.0958553694389035,14,35,24,0,1.0,0.4067796610169492,0.2857142857142857,1.0,0.7033898305084746,0.4444444444444444,0.3409145938362817
267,Rule-in,in-bag specificity >=90%; maximize MCC,0.2839344371410094,0.6111111111111112,0.9056603773584906,0.5113508139814325,73,14,0.2839344371410094,8,14,45,6,0.5714285714285714,0.7627118644067796,0.36363636363636365,0.8823529411764706,0.6670702179176755,0.4444444444444444,0.28669665767321995
268,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.21297172908302273,0.9166666666666666,0.710691823899371,0.4958188712420389,67,13,0.21297172908302273,7,17,37,6,0.5384615384615384,0.6851851851851852,0.2916666666666667,0.8604651162790697,0.6118233618233618,0.3783783783783784,0.18445534640760203
268,Rule-in,in-bag specificity >=90%; maximize MCC,0.38321353290620763,0.6944444444444444,0.9245283018867925,0.612480031756665,67,13,0.38321353290620763,3,4,50,10,0.23076923076923078,0.9259259259259259,0.42857142857142855,0.8333333333333334,0.5783475783475783,0.3,0.20258136070693764
269,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.14221433145296136,0.9166666666666666,0.6226415094339622,0.41893366079440236,69,15,0.14221433145296136,12,23,31,3,0.8,0.5740740740740741,0.34285714285714286,0.9117647058823529,0.6870370370370371,0.48,0.3086218273328311
269,Rule-in,in-bag specificity >=90%; maximize MCC,0.43749403147475935,0.3611111111111111,0.949685534591195,0.3889930697242398,69,15,0.43749403147475935,3,4,50,12,0.2,0.9259259259259259,0.42857142857142855,0.8064516129032258,0.562962962962963,0.2727272727272727,0.17203340987035962
270,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.15410606144442895,0.9444444444444444,0.6415094339622641,0.4556966961542447,70,11,0.15410606144442895,6,22,37,5,0.5454545454545454,0.6271186440677966,0.21428571428571427,0.8809523809523809,0.5862865947611711,0.3076923076923077,0.12820117729284186
270,Rule-in,in-bag specificity >=90%; maximize MCC,0.3940533247134246,0.5555555555555556,0.9622641509433962,0.5910148054337526,70,11,0.3940533247134246,2,8,51,9,0.18181818181818182,0.864406779661017,0.2,0.85,0.5231124807395994,0.19047619047619047,0.0480754414848157
271,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1181330051828149,0.9166666666666666,0.48427672955974843,0.3162561383387135,69,12,0.1181330051828149,10,33,24,2,0.8333333333333334,0.42105263157894735,0.23255813953488372,0.9230769230769231,0.6271929824561404,0.36363636363636365,0.19897581656243477
271,Rule-in,in-bag specificity >=90%; maximize MCC,0.3857214028785793,0.3055555555555556,0.9433962264150944,0.3183691878972211,69,12,0.3857214028785793,5,2,55,7,0.4166666666666667,0.9649122807017544,0.7142857142857143,0.8870967741935484,0.6907894736842105,0.5263157894736842,0.47903538169922133
272,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.08959540579207877,1.0,0.5849056603773585,0.4543537079169611,68,16,0.08959540579207877,10,20,32,6,0.625,0.6153846153846154,0.3333333333333333,0.8421052631578947,0.6201923076923077,0.43478260869565216,0.20536002420422675
272,Rule-in,in-bag specificity >=90%; maximize MCC,0.5248531736460811,0.3333333333333333,1.0,0.53816120850429,68,16,0.5248531736460811,1,1,51,15,0.0625,0.9807692307692307,0.5,0.7727272727272727,0.5216346153846154,0.1111111111111111,0.1086310236566852
273,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11559344177676803,0.9444444444444444,0.5723270440251572,0.40142720072233307,71,12,0.11559344177676803,10,31,28,2,0.8333333333333334,0.4745762711864407,0.24390243902439024,0.9333333333333333,0.653954802259887,0.37735849056603776,0.23360778363193158
273,Rule-in,in-bag specificity >=90%; maximize MCC,0.35432551145831886,0.5277777777777778,0.9182389937106918,0.4672316036767225,71,12,0.35432551145831886,5,4,55,7,0.4166666666666667,0.9322033898305084,0.5555555555555556,0.8870967741935484,0.6744350282485876,0.47619047619047616,0.3929734638473393
274,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11885810838753846,0.9166666666666666,0.4591194968553459,0.29895809743523827,63,13,0.11885810838753846,12,20,30,1,0.9230769230769231,0.6,0.375,0.967741935483871,0.7615384615384615,0.5333333333333333,0.4234151591787102
274,Rule-in,in-bag specificity >=90%; maximize MCC,0.2730506442567381,0.5833333333333334,0.9245283018867925,0.525509706356521,63,13,0.2730506442567381,5,3,47,8,0.38461538461538464,0.94,0.625,0.8545454545454545,0.6623076923076923,0.47619047619047616,0.39454762978356894
275,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12877379161102837,0.9166666666666666,0.6163522012578616,0.4138736540548602,73,14,0.12877379161102837,12,22,37,2,0.8571428571428571,0.6271186440677966,0.35294117647058826,0.9487179487179487,0.7421307506053268,0.5,0.38220662058328275
275,Rule-in,in-bag specificity >=90%; maximize MCC,0.38965429535046114,0.5277777777777778,0.9433962264150944,0.5213073914158294,73,14,0.38965429535046114,5,5,54,9,0.35714285714285715,0.9152542372881356,0.5,0.8571428571428571,0.6361985472154964,0.4166666666666667,0.31190491593191894
276,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.13567911577024747,0.9444444444444444,0.5849056603773585,0.410895148311978,72,12,0.13567911577024747,7,20,40,5,0.5833333333333334,0.6666666666666666,0.25925925925925924,0.8888888888888888,0.625,0.358974358974359,0.19245008972987526
276,Rule-in,in-bag specificity >=90%; maximize MCC,0.36961090185343226,0.5555555555555556,0.9874213836477987,0.6658812798742934,72,12,0.36961090185343226,4,4,56,8,0.3333333333333333,0.9333333333333333,0.5,0.875,0.6333333333333333,0.4,0.31622776601683794
277,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1353835503521446,0.9722222222222222,0.710691823899371,0.5376763358532658,66,12,0.1353835503521446,9,31,23,3,0.75,0.42592592592592593,0.225,0.8846153846153846,0.587962962962963,0.34615384615384615,0.13886751972361294
277,Rule-in,in-bag specificity >=90%; maximize MCC,0.49864906799446596,0.4722222222222222,0.9874213836477987,0.6013646579798587,66,12,0.49864906799446596,2,5,49,10,0.16666666666666666,0.9074074074074074,0.2857142857142857,0.8305084745762712,0.5370370370370371,0.21052631578947367,0.09278520008522946
278,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.14266955792014976,0.9166666666666666,0.5974842767295597,0.39897119778844686,71,12,0.14266955792014976,8,19,40,4,0.6666666666666666,0.6779661016949152,0.2962962962962963,0.9090909090909091,0.6723163841807909,0.41025641025641024,0.2660510499483913
278,Rule-in,in-bag specificity >=90%; maximize MCC,0.3900311723216287,0.5555555555555556,0.9245283018867925,0.5029190939693041,71,12,0.3900311723216287,6,5,54,6,0.5,0.9152542372881356,0.5454545454545454,0.9,0.7076271186440678,0.5217391304347826,0.43008939479980257
279,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1117422584197347,0.9166666666666666,0.5345911949685535,0.35183688639278426,65,13,0.1117422584197347,11,26,26,2,0.8461538461538461,0.5,0.2972972972972973,0.9285714285714286,0.6730769230769231,0.44,0.27961639470054
279,Rule-in,in-bag specificity >=90%; maximize MCC,0.4397542507116606,0.25,0.9937106918238994,0.4286852402242577,65,13,0.4397542507116606,1,1,51,12,0.07692307692307693,0.9807692307692307,0.5,0.8095238095238095,0.5288461538461539,0.13333333333333333,0.13363062095621217
280,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.3127884326493378,0.9166666666666666,0.8364779874213837,0.6361107723718531,75,15,0.3127884326493378,6,6,54,9,0.4,0.9,0.5,0.8571428571428571,0.65,0.4444444444444444,0.3273268353539886
280,Rule-in,in-bag specificity >=90%; maximize MCC,0.3846404833258764,0.4444444444444444,0.9874213836477987,0.5788629694733488,75,15,0.3846404833258764,2,1,59,13,0.13333333333333333,0.9833333333333333,0.6666666666666666,0.8194444444444444,0.5583333333333333,0.2222222222222222,0.2381448361039201
